debs_symbol,yahoo_ticker,exchange,resolved_via,shortName,longName,sector,industry,country,city,currency,quoteType,marketCap,fullTimeEmployees,website,isin_yf
A2JE48.ETR,DBX,ETR,isin,"Dropbox, Inc.","Dropbox, Inc.",Technology,Software - Infrastructure,United States,San Francisco,USD,EQUITY,7125002240.0,2113.0,https://www.dropbox.com,US26210C1045
A2JEGN.ETR,SPOT,ETR,isin,Spotify Technology S.A.,Spotify Technology S.A.,Communication Services,Internet Content & Information,Sweden,Stockholm,USD,EQUITY,101724356608.0,7258.0,https://www.spotify.com,LU1778762911
A2JEXP.ETR,BKNG,ETR,isin,Booking Holdings Inc. Common St,Booking Holdings Inc.,Consumer Cyclical,Travel Services,United States,Norwalk,USD,EQUITY,144739549184.0,24900.0,https://www.bookingholdings.com,US09857L1089
A2JF28.ETR,ZS,ETR,isin,"Zscaler, Inc.","Zscaler, Inc.",Technology,Software - Infrastructure,United States,San Jose,USD,EQUITY,23819812864.0,7923.0,https://www.zscaler.com,US98980G1022
A2JG9Z.ETR,AVGO,ETR,isin,Broadcom Inc.,Broadcom Inc.,Technology,Semiconductors,United States,Palo Alto,USD,EQUITY,1823199985664.0,33000.0,https://www.broadcom.com,US11135F1012
A2JGMQ.ETR,ALFEN.AS,ETR,isin,ALFEN,Alfen N.V.,Industrials,Electrical Equipment & Parts,Netherlands,Almere,EUR,EQUITY,271134976.0,923.0,https://alfen.com,NL0012817175
A2JH5S.ETR,URW.PA,ETR,isin,UNIBAIL-RODAMCO-WESTFIELD,Unibail-Rodamco-Westfield SE,Real Estate,REIT - Retail,France,Paris,EUR,EQUITY,15241860096.0,1933.0,https://www.urw.com,FR0013326246
A2JKHY.ETR,BMAG.VI,ETR,isin,Bajaj Mobility AG,Bajaj Mobility AG,Consumer Cyclical,Auto Manufacturers,Austria,Mattighofen,EUR,EQUITY,686069632.0,3662.0,https://www.bajajmobility.com,AT0000KTMI02
A2JM2W.ETR,690D.DE,ETR,isin,Haier Smart Home Co. Ltd.     R,"Haier Smart Home Co., Ltd.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",China,Qingdao,EUR,EQUITY,17236082688.0,134995.0,https://smart-home.haier.com,CNE1000031C1
A2JNF4.ETR,ADYEN.AS,ETR,isin,ADYEN,Adyen N.V.,Technology,Software - Infrastructure,Netherlands,Amsterdam,EUR,EQUITY,26717886464.0,4771.0,https://www.adyen.com,NL0012969182
A2JQTG.ETR,BE,ETR,isin,Bloom Energy Corporation,Bloom Energy Corporation,Industrials,Electrical Equipment & Parts,United States,San Jose,USD,EQUITY,53526646784.0,2000.0,https://www.bloomenergy.com,US0937121079
A2JSPM.ETR,IQV,ETR,isin,"IQVIA Holdings, Inc.",IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,United States,Durham,USD,EQUITY,35586416640.0,93000.0,https://www.iqvia.com,US46266C1053
A2JSR1.ETR,TPR,ETR,isin,"Tapestry, Inc.","Tapestry, Inc.",Consumer Cyclical,Luxury Goods,United States,New York,USD,EQUITY,29787451392.0,12500.0,https://www.tapestry.com,US8760301072
A2LQ88.ETR,AG1.DE,ETR,isin,AUTO1 Group SE                I,AUTO1 Group SE,Consumer Cyclical,Auto & Truck Dealerships,Germany,Berlin,EUR,EQUITY,5389444096.0,6984.0,https://www.auto1-group.com,DE000A2LQ884
A2N4H0.ETR,WEW.DE,ETR,isin,Westwing Group SE             I,Westwing Group SE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Germany,Munich,EUR,EQUITY,278801760.0,1187.0,https://www.westwing.com,DE000A2N4H07
A2N5RS.ETR,ESTC,ETR,isin,Elastic N.V.,Elastic N.V.,Technology,Software - Application,Netherlands,Amsterdam,USD,EQUITY,6414980096.0,4019.0,https://www.elastic.co,NL0013056914
A2N5RY.ETR,GH,ETR,isin,"Guardant Health, Inc.","Guardant Health, Inc.",Healthcare,Diagnostics & Research,United States,Palo Alto,USD,EQUITY,19289311232.0,2490.0,https://guardanthealth.com,US40131M1099
A2N64R.ETR,REZI,ETR,isin,"Resideo Technologies, Inc.","Resideo Technologies, Inc.",Industrials,Industrial Distribution,United States,Scottsdale,USD,EQUITY,5336261632.0,14800.0,https://www.resideo.com,US76118Y1047
A2N6BH.ETR,ELAN,ETR,isin,Elanco Animal Health Incorporat,Elanco Animal Health Incorporated,Healthcare,Drug Manufacturers - Specialty & Generic,United States,Indianapolis,USD,EQUITY,12691013632.0,9400.0,https://www.elanco.com,US28414H1032
A2N6WP.ETR,DELL,ETR,isin,Dell Technologies Inc.,Dell Technologies Inc.,Technology,Computer Hardware,United States,Round Rock,USD,EQUITY,275844661248.0,97000.0,https://www.dell.com,US24703L2025
A2N7XQ.ETR,BYND,ETR,isin,"Beyond Meat, Inc.","Beyond Meat, Inc.",Consumer Defensive,Packaged Foods,United States,El Segundo,USD,EQUITY,282613760.0,589.0,https://www.beyondmeat.com,US08862E1091
A2N9D9.ETR,MRNA,ETR,isin,"Moderna, Inc.","Moderna, Inc.",Healthcare,Biotechnology,United States,Cambridge,USD,EQUITY,22073221120.0,4700.0,https://www.modernatx.com,US60770K1079
A2NB37.ETR,AGR.VI,ETR,isin,Agrana Beteiligungs-AG,AGRANA Beteiligungs-Aktiengesellschaft,Consumer Defensive,Packaged Foods,Austria,Vienna,EUR,EQUITY,703000960.0,8353.0,https://www.agrana.com,AT000AGRANA3
A2NB60.ETR,JEN.DE,ETR,isin,JENOPTIK AG                   N,Jenoptik AG,Technology,Electronic Components,Germany,Jena,EUR,EQUITY,2133836928.0,4020.0,https://www.jenoptik.com,DE000A2NB601
A2NB65.ETR,MUX.DE,ETR,isin,Mutares SE & Co. KGaA         N,Mutares SE & Co. KGaA,Financial Services,Asset Management,Germany,Munich,EUR,EQUITY,586016448.0,35000.0,https://www.mutares.com/en/,DE000A2NB650
A2NB7S.ETR,TRU.MU,ETR,isin,Traumhaus AG                  I,Traumhaus AG,Consumer Cyclical,Residential Construction,Germany,Wiesbaden,EUR,EQUITY,1356233.0,,https://www.traumhaus-familie.de,DE000A2NB7S2
A2NBTL.ETR,SLT.HM,ETR,isin,Schaltbau Holding AG          N,Schaltbau Holding AG,Industrials,Railroads,Germany,Munich,EUR,EQUITY,698435328.0,2953.0,https://schaltbaugroup.com,DE000A2NBTL2
A2NBVD.ETR,DFV.HM,ETR,isin,DFV Dt.Familienvers.AG        I,DFV Deutsche Familienversicherung AG,Financial Services,Insurance - Diversified,Germany,Frankfurt am Main,EUR,EQUITY,109408352.0,216.0,https://www.deutsche-familienversicherung.de,DE000A2NBVD5
A2NBX8.ETR,INS.DE,ETR,isin,Instone Real Estate Group SE  I,Instone Real Estate Group SE,Real Estate,Real Estate - Development,Germany,Essen,EUR,EQUITY,311702592.0,353.0,https://instone-group.de,DE000A2NBX80
A2P1UY.ETR,CARR,ETR,isin,Carrier Global Corporation,Carrier Global Corporation,Industrials,Building Products & Equipment,United States,Palm Beach Gardens,USD,EQUITY,57584140288.0,47000.0,https://www.carrier.com,US14448C1045
A2P1UZ.ETR,OTIS,ETR,isin,Otis Worldwide Corporation,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery,United States,Farmington,USD,EQUITY,27861190656.0,72000.0,https://www.otis.com,US68902V1070
A2P205.ETR,DKNG,ETR,isin,DraftKings Inc.,DraftKings Inc.,Consumer Cyclical,Gambling,United States,Boston,USD,EQUITY,11961666560.0,5500.0,https://www.draftkings.com,US26142R1041
A2P4HL.ETR,123F.F,ETR,isin,123fahrschule SE              I,123fahrschule SE,Consumer Defensive,Education & Training Services,Germany,Cologne,EUR,EQUITY,13673423.0,273.0,https://www.123fahrschule.de,DE000A2P4HL9
A2P6UE.ETR,GRPN,ETR,isin,"Groupon, Inc.","Groupon, Inc.",Communication Services,Internet Content & Information,United States,Chicago,USD,EQUITY,1045699008.0,1734.0,https://www.groupon.com,US3994732069
A2P75D.ETR,MTCH,ETR,isin,"Match Group, Inc.","Match Group, Inc.",Communication Services,Internet Content & Information,United States,Dallas,USD,EQUITY,9050740736.0,2200.0,https://mtch.com,US57667L1070
A2P9T5.ETR,CMRC,ETR,isin,"Commerce.com, Inc. - Series 1","Commerce.com, Inc.",Technology,Software - Application,United States,Austin,USD,EQUITY,234334752.0,1079.0,https://www.commerce.com,US08975P1084
A2PA9L.ETR,CI,ETR,isin,The Cigna Group,The Cigna Group,Healthcare,Healthcare Plans,United States,Bloomfield,USD,EQUITY,76984213504.0,65669.0,https://www.thecignagroup.com,US1255231003
A2PAA5.ETR,IQL.F,ETR,isin,iQ International AG i.L.      N,iQ International AG,Consumer Cyclical,Auto Parts,Switzerland,Zug,EUR,EQUITY,412078.0,,,CH0451424300
A2PBHR.ETR,WAH.MU,ETR,isin,Wolftank Group AG             I,Wolftank Group AG,Industrials,Pollution & Treatment Controls,Austria,Innsbruck,EUR,EQUITY,18591422.0,457.0,https://wolftankgroup.com,AT0000A25NJ6
A2PE38.ETR,LYFT,ETR,isin,"Lyft, Inc.","Lyft, Inc.",Technology,Software - Application,United States,San Francisco,USD,EQUITY,5729409536.0,3913.0,https://www.lyft.com,US55087P1049
A2PF3K.ETR,FOXA,ETR,isin,Fox Corporation,Fox Corporation,Communication Services,Entertainment,United States,New York,USD,EQUITY,23783172096.0,10400.0,https://www.foxcorporation.com,US35137L1052
A2PFHR.ETR,LEVI,ETR,isin,Levi Strauss & Co,Levi Strauss & Co.,Consumer Cyclical,Apparel Manufacturing,United States,San Francisco,USD,EQUITY,9825234944.0,19000.0,https://www.levistrauss.com,US52736R1023
A2PFRC.ETR,DOW,ETR,isin,Dow Inc.,Dow Inc.,Basic Materials,Chemicals,United States,Midland,USD,EQUITY,20767295488.0,32800.0,https://www.dow.com,US2605571031
A2PG8A.ETR,WWR,ETR,isin,"Westwater Resources, Inc.","Westwater Resources, Inc.",Basic Materials,Other Industrial Metals & Mining,United States,Centennial,USD,EQUITY,50838768.0,20.0,https://westwaterresources.net,US9616842061
A2PGJ2.ETR,ZM,ETR,isin,"Zoom Communications, Inc.","Zoom Communications, Inc.",Technology,Software - Application,United States,San Jose,USD,EQUITY,26748643328.0,7438.0,https://www.zoom.com,US98980L1017
A2PHG5.ETR,FQT.F,ETR,isin,Frequentis AG                 I,Frequentis AG,Technology,Communication Equipment,Austria,Vienna,EUR,EQUITY,950137728.0,2783.0,https://www.frequentis.com/de,ATFREQUENT09
A2PHHG.ETR,UBER,ETR,isin,"Uber Technologies, Inc.","Uber Technologies, Inc.",Technology,Software - Application,United States,San Francisco,USD,EQUITY,138787143680.0,35000.0,https://www.uber.com,US90353T1007
A2PJSK.ETR,KTB,ETR,isin,"Kontoor Brands, Inc.","Kontoor Brands, Inc.",Consumer Cyclical,Apparel Manufacturing,United States,Greensboro,USD,EQUITY,4741262848.0,10600.0,https://www.kontoorbrands.com,US50050N1037
A2PK6Z.ETR,XLS.SW,ETR,isin,XLIFE SCIENCES N,Xlife Sciences AG,Healthcare,Biotechnology,Switzerland,Zurich,CHF,EQUITY,96606832.0,20.0,https://www.xlifesciences.ch,CH0461929603
A2PKHA.ETR,FCEL,ETR,isin,"FuelCell Energy, Inc.","FuelCell Energy, Inc.",Industrials,Electrical Equipment & Parts,United States,Danbury,USD,EQUITY,1718215552.0,629.0,https://www.fuelcellenergy.com,US35952H6018
A2PKRR.ETR,CTVA,ETR,isin,"Corteva, Inc.","Corteva, Inc.",Basic Materials,Agricultural Inputs,United States,Indianapolis,USD,EQUITY,58575253504.0,21500.0,https://www.corteva.com,US22052L1044
A2PLC1.ETR,ADME.L,ETR,isin,ADM ENERGY PLC ORD 0.001P,ADM Energy plc,Energy,Oil & Gas E&P,United Kingdom,London,GBp,EQUITY,600742.0,,https://www.admenergyplc.com,GB00BJFDXW97
A2PLC7.ETR,1DD.MI,ETR,isin,DUPONT DE NEMOURS,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,United States,Wilmington,EUR,EQUITY,15619045376.0,15000.0,https://www.dupont.com,US26614N1028
A2PLR5.ETR,ADPT,ETR,isin,Adaptive Biotechnologies Corpor,Adaptive Biotechnologies Corporation,Healthcare,Diagnostics & Research,United States,Seattle,USD,EQUITY,3607400448.0,624.0,https://www.adaptivebiotech.com,US00650F1093
A2PLUG.ETR,GFG.DE,ETR,isin,Global Fashion Group S.A.     B,Global Fashion Group S.A.,Consumer Cyclical,Apparel Retail,Luxembourg,Senningerberg,EUR,EQUITY,94771120.0,3212.0,https://global-fashion-group.com,LU2010095458
A2PM3H.ETR,LHX,ETR,isin,"L3Harris Technologies, Inc.","L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,United States,Melbourne,USD,EQUITY,56536793088.0,45000.0,https://www.l3harris.com,US5024311095
A2PN69.ETR,NVST,ETR,isin,Envista Holdings Corporation,Envista Holdings Corporation,Healthcare,Medical Instruments & Supplies,United States,Brea,USD,EQUITY,4335071744.0,12000.0,https://envistaco.com,US29415F1049
A2PPE1.ETR,XRX,ETR,isin,Xerox Holdings Corporation,Xerox Holdings Corporation,Industrials,Business Equipment & Supplies,United States,Norwalk,USD,EQUITY,357028320.0,22900.0,https://www.xerox.com,US98421M1062
A2PR0M.ETR,PTON,ETR,isin,"Peloton Interactive, Inc.","Peloton Interactive, Inc.",Consumer Cyclical,Leisure,United States,New York,USD,EQUITY,2710529536.0,2605.0,https://www.onepeloton.com,US70614W1009
A2PRCJ.ETR,SDCCQ,ETR,isin,"SmileDirectClub, Inc.","SmileDirectClub, Inc.",Healthcare,Medical Instruments & Supplies,United States,Nashville,USD,EQUITY,40260.0,2700.0,https://investors.smiledirectclub.com,US83192H1068
A2PRDK.ETR,PRX.AS,ETR,isin,PROSUS,Prosus N.V.,Consumer Cyclical,Internet Retail,Netherlands,Amsterdam,EUR,EQUITY,81405952000.0,41998.0,https://www.prosus.com,NL0013654783
A2PRLS.ETR,CRNC,ETR,isin,Cerence Inc.,Cerence Inc.,Technology,Software - Application,United States,Burlington,USD,EQUITY,374606912.0,1300.0,https://www.cerence.com,US1567271093
A2PSFR.ETR,DDOG,ETR,isin,"Datadog, Inc.","Datadog, Inc.",Technology,Software - Application,United States,New York,USD,EQUITY,89652133888.0,8100.0,https://www.datadoghq.com,US23804L1035
A2PSR2.ETR,US09075V1026.SG,ETR,isin,BioNTech SE (ADRs),,,,,,EUR,EQUITY,,,,US09075V1026
A2PUXE.ETR,GEN,ETR,isin,Gen Digital Inc.,Gen Digital Inc.,Technology,Software - Infrastructure,United States,Tempe,USD,EQUITY,16109081600.0,3900.0,https://www.gendigital.com,US6687711084
A2PWMZ.ETR,TFC,ETR,isin,Truist Financial Corporation,Truist Financial Corporation,Financial Services,Banks - Regional,United States,Charlotte,USD,EQUITY,63671144448.0,37849.0,https://www.truist.com,US89832Q1094
A2PX9L.ETR,EQH,ETR,isin,"Equitable Holdings, Inc.","Equitable Holdings, Inc.",Financial Services,Asset Management,United States,New York,USD,EQUITY,13263036416.0,8000.0,https://ir.equitableholdings.com,US29452E1010
A2PXQD.ETR,9TS.DU,ETR,isin,tubesolar AG                  I,TubeSolar AG,Technology,Solar,Germany,Augsburg,EUR,EQUITY,45000.0,,https://www.tubesolar.de,DE000A2PXQD4
A2PZ0R.ETR,RTX,ETR,isin,RTX Corporation,RTX Corporation,Industrials,Aerospace & Defense,United States,Arlington,USD,EQUITY,294377324544.0,180000.0,https://www.rtx.com,US75513E1010
A2PZ2D.ETR,HWM,ETR,isin,Howmet Aerospace Inc.,Howmet Aerospace Inc.,Industrials,Aerospace & Defense,United States,Pittsburgh,USD,EQUITY,115206955008.0,25430.0,https://www.howmet.com,US4432011082
A2PZZV.ETR,47I.HM,ETR,isin,Upside Gold Corp.             R,,,,,,EUR,EQUITY,,,,US03966V1070
A2QA4J.ETR,PLTR,ETR,isin,Palantir Technologies Inc.,Palantir Technologies Inc.,Technology,Software - Infrastructure,United States,Aventura,USD,EQUITY,315318435840.0,4395.0,https://www.palantir.com,US69608A1088
A2QAME.ETR,VTRS,ETR,isin,Viatris Inc.,Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,United States,Canonsburg,USD,EQUITY,20536887296.0,30000.0,https://www.viatris.com,US92556V1061
A2QB38.ETR,SNOW,ETR,isin,Snowflake Inc.,Snowflake Inc.,Technology,Software - Application,United States,Menlo Park,USD,EQUITY,94594072576.0,9250.0,https://www.snowflake.com,US8334451098
A2QDNX.ETR,C0M.F,ETR,isin,CCS Abwicklungs AG            I,CCS Abwicklungs AG,,,Germany,Dortmund,EUR,EQUITY,32953.0,665.0,https://ir.compleo-charging.com,DE000A2QDNX9
A2QG35.ETR,ABNB,ETR,isin,"Airbnb, Inc.","Airbnb, Inc.",Consumer Cyclical,Travel Services,United States,San Francisco,USD,EQUITY,87162126336.0,8200.0,https://www.airbnb.com,US0090661010
A2QH97.ETR,LMIA.DE,ETR,isin,LION E-Mobility AG            N,LION E-Mobility AG,Industrials,Electrical Equipment & Parts,Switzerland,Zug,EUR,EQUITY,40030612.0,,https://lionemobility.com,CH0560888270
A2QJV6.ETR,VVY.AS,ETR,isin,VIVORYON THERAPEUTICS N.V.,Vivoryon Therapeutics N.V.,Healthcare,Biotechnology,Germany,Halle,EUR,EQUITY,34352620.0,13.0,https://www.vivoryon.com,NL00150002Q7
A2QJVE.ETR,AI,ETR,isin,"C3.ai, Inc.","C3.ai, Inc.",Technology,Software - Infrastructure,United States,Redwood City,USD,EQUITY,1371062656.0,764.0,https://www.c3.ai,US12468P1049
A2QL01.ETR,STLAM.MI,ETR,isin,STELLANTIS,Stellantis N.V.,Consumer Cyclical,Auto Manufacturers,Netherlands,Hoofddorp,EUR,EQUITY,14536797184.0,258668.0,https://www.stellantis.com,NL00150001Q9
A2QM3K.ETR,HTG.DE,ETR,isin,HomeToGo SE                   A,HomeToGo SE,Communication Services,Internet Content & Information,Luxembourg,Luxembourg,EUR,EQUITY,175604640.0,1482.0,https://ir.hometogo.de,LU2290523658
A2QMYN.ETR,LUMN,ETR,isin,"Lumen Technologies, Inc.","Lumen Technologies, Inc.",Communication Services,Telecom Services,United States,Monroe,USD,EQUITY,6449747456.0,21000.0,https://www.lumen.com,US5502411037
A2QP7J.ETR,COIN,ETR,isin,"Coinbase Global, Inc.","Coinbase Global, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,New York,USD,EQUITY,44127043584.0,4951.0,https://www.coinbase.com,US19260Q1076
A2QQMK.ETR,TSCO.L,ETR,isin,TESCO PLC ORD 6 1/3P,Tesco PLC,Consumer Defensive,Grocery Stores,United Kingdom,Welwyn Garden City,GBp,EQUITY,30606030848.0,340000.0,https://www.tescoplc.com,GB00BLGZ9862
A2QQQU.ETR,VXT.DE,ETR,isin,VIDINEXT AG                   N,Vidinext AG,Communication Services,Entertainment,Switzerland,Zug,EUR,EQUITY,4920000.0,20.0,https://vidinext.com,CH0557519201
A2QQVE.ETR,APA,ETR,isin,APA Corporation,APA Corporation,Energy,Oil & Gas E&P,United States,Houston,USD,EQUITY,12279557120.0,1791.0,https://www.apacorp.com,US03743Q1085
A2TR91.ETR,S6P.F,ETR,isin,SpielVGG Unterhaching KGaA    N,Spielvereinigung Unterhaching Fußball GmbH & Co. KGaA,Consumer Cyclical,Leisure,Germany,Unterhaching,EUR,EQUITY,3306533.0,205.0,https://www.spvggunterhaching.de,DE000A2TR919
A2TSU2.ETR,WBAH.F,ETR,isin,Wild Bunch AG                 I,Wild Bunch AG,,,Germany,Berlin,EUR,EQUITY,,102.0,https://www.wildbunch.eu,DE000A2TSU21
A2YN50.ETR,KTA.DE,ETR,isin,Knaus Tabbert AG              I,Knaus Tabbert AG,Consumer Cyclical,Recreational Vehicles,Germany,Jandelsbrunn,EUR,EQUITY,130545920.0,2643.0,https://www.knaustabbert.de,DE000A2YN504
A2YN77.ETR,DE000A2YN777.SG,ETR,isin,pferdewetten.de AG,,,,,,EUR,EQUITY,,,,DE000A2YN777
A2YN90.ETR,TMV.DE,ETR,isin,TeamViewer SE                 I,TeamViewer SE,Technology,Software - Application,Germany,Göppingen,EUR,EQUITY,924530688.0,1900.0,https://www.teamviewer.com,DE000A2YN900
A2YN99.ETR,ESY.HM,ETR,isin,EASY SOFTWARE AG              N,Easy Software AG,Technology,Software - Application,Germany,Essen,EUR,EQUITY,140384432.0,355.0,https://easy-software.com,DE000A2YN991
A2YNT3.ETR,DE000A2YNT30.SG,ETR,isin,AlzChem Group AG,,,,,,EUR,EQUITY,,,,DE000A2YNT30
A2YPDD.ETR,VIH1.DE,ETR,isin,VIB VERMOEGEN  NA O.N.,VIB Vermögen AG,Real Estate,Real Estate Services,Germany,Neuburg an der Donau,EUR,EQUITY,245265040.0,44.0,https://www.vib-ag.de,DE000A2YPDD0
A3CM2W.ETR,TNIE.F,ETR,isin,tonies SE                     A,tonies SE,Consumer Cyclical,Leisure,Luxembourg,Luxembourg,EUR,EQUITY,1538387328.0,634.0,https://www.tonies.de,LU2333563281
A3CMGN.ETR,HGEA.F,ETR,isin,hGears AG                     I,hGears AG,Consumer Cyclical,Auto Parts,Germany,Schramberg,EUR,EQUITY,7696000.0,603.0,https://hgears.com,DE000A3CMGN3
A3CMNS.ETR,VWS.CO,ETR,isin,Vestas Wind Systems A/S,Vestas Wind Systems A/S,Industrials,Specialty Industrial Machinery,Denmark,Aarhus,DKK,EQUITY,165266046976.0,36808.0,https://www.vestas.com,DK0061539921
A3CN9R.ETR,14D.DE,ETR,isin,tokentus Investment AG        N,tokentus investment AG,Financial Services,Asset Management,Germany,Frankfurt am Main,EUR,EQUITY,4636912.0,3.0,https://www.tokentus.com,DE000A3CN9R8
A3CNLD.ETR,MRVL,ETR,isin,"Marvell Technology, Inc.","Marvell Technology, Inc.",Technology,Semiconductors,United States,Wilmington,USD,EQUITY,169788489728.0,7480.0,https://www.marvell.com,US5738741041
A3CPKP.ETR,OGN,ETR,isin,Organon & Co.,Organon & Co.,Healthcare,Drug Manufacturers - General,United States,Jersey City,USD,EQUITY,3555731712.0,10000.0,https://www.organon.com,US68622V1061
A3CQ7F.ETR,BIKE.F,ETR,isin,Bike24 Holding AG             I,Bike24 Holding AG,Consumer Cyclical,Internet Retail,Germany,Dresden,EUR,EQUITY,110413568.0,456.0,https://corporate.bike24.com,DE000A3CQ7F4
A3CRRN.ETR,DE000A3CRRN9.SG,ETR,isin,Cherry AG,,,,,,EUR,EQUITY,,,,DE000A3CRRN9
A3CS4Z.ETR,LRND.F,ETR,isin,AnchorCore SE                 A,AnchorCore SE,Industrials,Building Products & Equipment,Luxembourg,Luxembourg City,EUR,EQUITY,25530378.0,392.0,https://anchorcore.com,LU2358378979
A3CSAE.ETR,DE000A3CSAE2.SG,ETR,isin,Mister Spex SE,,,,,,EUR,EQUITY,,,,DE000A3CSAE2
A3CSML.ETR,GE,ETR,isin,GE Aerospace,GE Aerospace,Industrials,Aerospace & Defense,United States,Evendale,USD,EQUITY,375192944640.0,57000.0,https://www.geaerospace.com,US3696043013
A3CSWZ.ETR,NVM.F,ETR,isin,Novem Group S.A.              R,Novem Group S.A.,Consumer Cyclical,Auto Parts,Luxembourg,Contern,EUR,EQUITY,109296968.0,4082.0,https://novem.com,LU2356314745
A3CWHH.ETR,BBWI,ETR,isin,"Bath & Body Works, Inc.","Bath & Body Works, Inc.",Consumer Cyclical,Specialty Retail,United States,Columbus,USD,EQUITY,4130001408.0,9071.0,https://www.bbwinc.com,US0708301041
A3E5A5.ETR,SBX.DU,ETR,isin,SYNBIOTIC SE                  N,SynBiotic SE,,,Germany,Düsseldorf,EUR,EQUITY,,79.0,https://www.synbiotic.com,DE000A3E5A59
A3E5C0.ETR,CNW.F,ETR,isin,co.don AG                     I,co.don AG,Healthcare,Biotechnology,Germany,Teltow,EUR,EQUITY,427573.0,26.0,https://www.codon.de,DE000A3E5C08
A3E5D5.ETR,FPE.DE,ETR,isin,FUCHS SE                      N,Fuchs SE,Basic Materials,Specialty Chemicals,Germany,Mannheim,EUR,EQUITY,4539150336.0,6857.0,https://www.fuchs.com/group,DE000A3E5D56
A3E5D6.ETR,DE000A3E5D64.SG,ETR,isin,Fuchs SE,,,,,,EUR,EQUITY,,,,DE000A3E5D64
A3E5E5.ETR,HP3A.DE,ETR,isin,Ringmetall SE                 N,Ringmetall SE,Industrials,Tools & Accessories,Germany,Munich,EUR,EQUITY,78486408.0,975.0,https://ringmetall.de,DE000A3E5E55
A3E5E6.ETR,HHHA.MU,ETR,isin,Homes & Holiday AG            N,Homes & Holiday AG,Real Estate,Real Estate Services,Germany,Munich,EUR,EQUITY,1290652.0,,https://www.homes-holiday.com,DE000A3E5E63
A3E5ED.ETR,VEZ.DE,ETR,isin,PLANETHIC GROUP AG            I,Planethic Group AG,Consumer Defensive,Packaged Foods,Germany,Ludwigsfelde,EUR,EQUITY,2861469.0,74.0,https://planethic.group,DE000A3E5ED2
A3H210.ETR,AAQ1.DE,ETR,isin,aap Implantate AG             I,aap Implantate AG,Healthcare,Medical Devices,Germany,Berlin,EUR,EQUITY,23841502.0,99.0,https://www.aap.de,DE000A3H2101
A3H213.ETR,MA10.DE,ETR,isin,Binect AG                     I,Binect AG,Technology,Software - Application,Germany,Weiterstadt,EUR,EQUITY,5370244.0,43.0,https://binect.com,DE000A3H2135
A3H220.ETR,NA9.DE,ETR,isin,Nagarro SE                    N,Nagarro SE,Technology,Information Technology Services,Germany,Munich,EUR,EQUITY,948622784.0,18543.0,https://www.nagarro.com,DE000A3H2200
A3H233.ETR,HABA.HM,ETR,isin,HAMBORNER REIT AG             N,Hamborner REIT AG,,,,,EUR,ETF,,,,DE000A3H2333
A3H3L4.ETR,2INV.F,ETR,isin,2invest AG                    N,2invest AG,Financial Services,Asset Management,Germany,Heidelberg,EUR,EQUITY,43753176.0,3.0,https://2invest-ag.com,DE000A3H3L44
A3H3LL.ETR,VTWR.HM,ETR,isin,Vantage Towers AG             N,Vantage Towers AG,Real Estate,Real Estate Services,Germany,Düsseldorf,EUR,EQUITY,19541956608.0,711.0,https://www.vantagetowers.com,DE000A3H3LL2
BASF11.ETR,BAS.DE,ETR,isin,BASF SE                       N,BASF SE,Basic Materials,Chemicals,Germany,Ludwigshafen am Rhein,EUR,EQUITY,43071062016.0,106428.0,https://www.basf.com,DE000BASF111
BAY001.ETR,BAYN.DE,ETR,isin,Bayer AG                      N,Bayer Aktiengesellschaft,Healthcare,Drug Manufacturers - General,Germany,Leverkusen,EUR,EQUITY,46056042496.0,87757.0,https://www.bayer.com,DE000BAY0017
BFB002.ETR,B4B3.HM,ETR,isin,METRO AG                      I,Metro AG,Consumer Defensive,Food Distribution,Germany,Düsseldorf,EUR,EQUITY,2505371136.0,77779.0,https://www.metroag.de,DE000BFB0027
BGAG98.ETR,BIG1.F,ETR,isin,Bio-Gate AG                   I,Bio-Gate AG,Healthcare,Medical Instruments & Supplies,Germany,Nuremberg,EUR,EQUITY,1151887.0,51.0,https://www.bio-gate.de,DE000BGAG981
CBK100.ETR,CBK.DE,ETR,isin,Commerzbank AG                I,Commerzbank AG,Financial Services,Banks - Regional,Germany,Frankfurt am Main,EUR,EQUITY,41119633408.0,40144.0,https://www.commerzbank.de,DE000CBK1001
DWS100.ETR,DWS.DE,ETR,isin,DWS Group GmbH & Co. KGaA     I,DWS Group GmbH & Co. KGaA,Financial Services,Asset Management,Germany,Frankfurt am Main,EUR,EQUITY,14400000000.0,4872.0,https://www.dws.com,DE000DWS1007
ENAG99.ETR,EOAN.DE,ETR,isin,E.ON SE                       N,E.ON SE,Utilities,Utilities - Diversified,Germany,Essen,EUR,EQUITY,49530892288.0,78996.0,https://www.eon.com,DE000ENAG999
