120071.ETR,GB0031215220
620458.ETR,DE0006204589
620840.ETR,DE0006208408
621468.ETR,DE0006214687
621993.ETR,DE0006219934
622340.ETR,DE0006223407
622360.ETR,DE0006223605
623100.ETR,DE0006231004
628656.ETR,DE0006286560
629200.ETR,DE0006292006
629203.ETR,DE0006292030
630500.ETR,DE0006305006
632305.ETR,AT0000730007
633500.ETR,DE0006335003
633835.ETR,US8326964058
645000.ETR,DE0006450000
645290.ETR,DE0006452907
645932.ETR,DE0006459324
646450.ETR,DE0006464506
656940.ETR,DE0006569403
656990.ETR,DE0006569908
657710.ETR,DE0006577109
657800.ETR,DE0006578008
658080.ETR,DE0006580806
659510.ETR,DE0006595101
659990.ETR,DE0006599905
660200.ETR,DE0006602006
660500.ETR,DE0006605009
661830.ETR,DE0006618309
662541.ETR,US2533931026
662720.ETR,DE0006627201
663200.ETR,DE0006632003
663244.ETR,US9831341071
663668.ETR,DE0006636681
665610.ETR,DE0006656101
676650.ETR,DE0006766504
691660.ETR,DE0006916604
692650.ETR,DE0006926504
694280.ETR,DE0006942808
696780.ETR,DE0006967805
696800.ETR,DE0006968001
696960.ETR,DE0006969603
697250.ETR,DE0006972508
700890.ETR,DE0007008906
701080.ETR,DE0007010803
703000.ETR,DE0007030009
703712.ETR,DE0007037129
704230.ETR,DE0007042301
707400.ETR,DE0007074007
710000.ETR,DE0007100000
716460.ETR,DE0007164600
716560.ETR,DE0007165607
716563.ETR,DE0007165631
719350.ETR,DE0007193500
720190.ETR,DE0007201907
720327.ETR,DE0007203275
720328.ETR,DE0007203283
720332.ETR,DE0007203325
720333.ETR,DE0007203333
720334.ETR,DE0007203341
720335.ETR,DE0007203358
720336.ETR,DE0007203366
720337.ETR,DE0007203374
720338.ETR,DE0007203382
720339.ETR,DE0007203390
720356.ETR,DE0007203564
720357.ETR,DE0007203572
720365.ETR,DE0007203655
720366.ETR,DE0007203663
720370.ETR,DE0007203705
720378.ETR,DE0007203788
720379.ETR,DE0007203796
720381.ETR,DE0007203812
720382.ETR,DE0007203820
720389.ETR,DE0007203895
720391.ETR,DE0007203911
720396.ETR,DE0007203960
720397.ETR,DE0007203978
720398.ETR,DE0007203986
720399.ETR,DE0007203994
722900.ETR,DE0007229007
723132.ETR,DE0007231326
723133.ETR,DE0007231334
723530.ETR,DE0007235301
723610.ETR,DE0007236101
723780.ETR,DE0007237802
723781.ETR,DE0007237810
723782.ETR,DE0007237828
723783.ETR,DE0007237836
723796.ETR,DE0007237968
723797.ETR,DE0007237976
723798.ETR,DE0007237984
723799.ETR,DE0007237992
723800.ETR,DE0007238008
723801.ETR,DE0007238016
723802.ETR,DE0007238024
723803.ETR,DE0007238032
723808.ETR,DE0007238081
723809.ETR,DE0007238099
723812.ETR,DE0007238123
723813.ETR,DE0007238131
723814.ETR,DE0007238149
723815.ETR,DE0007238156
723816.ETR,DE0007238164
723817.ETR,DE0007238172
723818.ETR,DE0007238180
723819.ETR,DE0007238198
723820.ETR,DE0007238206
723821.ETR,DE0007238214
723822.ETR,DE0007238222
723823.ETR,DE0007238230
723824.ETR,DE0007238248
723825.ETR,DE0007238255
723836.ETR,DE0007238362
723837.ETR,DE0007238370
723842.ETR,DE0007238420
723843.ETR,DE0007238438
723844.ETR,DE0007238446
723845.ETR,DE0007238453
725750.ETR,DE0007257503
725753.ETR,DE0007257537
727413.ETR,DE0007274136
727650.ETR,DE0007276503
727950.ETR,DE0007279507
729700.ETR,DE0007297004
731400.ETR,DE0007314007
744600.ETR,DE0007446007
744850.ETR,DE0007448508
746100.ETR,DE0007461006
748020.ETR,DE0007480204
749399.ETR,DE0007493991
750000.ETR,DE0007500001
750100.ETR,DE0007501009
750750.ETR,DE0007507501
753718.ETR,US98956P1021
755150.ETR,DE0007551509
756857.ETR,DE0007568578
757142.ETR,DE0007571424
761210.ETR,DE0007612103
764959.ETR,US7443201022
765723.ETR,DE0007657231
766149.ETR,US03073E1055
766400.ETR,DE0007664005
766403.ETR,DE0007664039
766710.ETR,DE0007667107
783057.ETR,DE0007830572
783078.ETR,DE0007830788
784686.ETR,DE0007846867
785602.ETR,DE0007856023
785747.ETR,DE0007857476
789617.ETR,US09062X1037
794796.ETR,GB0030913577
801900.ETR,DE0008019001
804100.ETR,DE0008041005
805100.ETR,DE0008051004
812861.ETR,GB0033195214
813135.ETR,DE0008131350
813516.ETR,US6311031081
814820.ETR,DE0008148206
823212.ETR,DE0008232125
830350.ETR,DE0008303504
840221.ETR,DE0008402215
840400.ETR,DE0008404005
843002.ETR,DE0008430026
843596.ETR,DE0008435967
846741.ETR,DE0008467416
846744.ETR,DE0008467440
846753.ETR,DE0008467531
846894.ETR,DE0008468943
846896.ETR,DE0008468968
846900.ETR,DE0008469008
846901.ETR,DE0008469016
846960.ETR,DE0008469602
846980.ETR,DE0008469800
846997.ETR,DE0008469974
850001.ETR,SE0000108656
850103.ETR,US0028241000
850133.ETR,FR0000120073
850185.ETR,AT0000609607
850222.ETR,US0255371017
850226.ETR,US0258161092
850312.ETR,IT0000062072
850347.ETR,US0530151036
850354.ETR,US0536111091
850403.ETR,GB0031348658
850471.ETR,US0970231058
850501.ETR,US1101221083
850517.ETR,GB0007980591
850561.ETR,US1344291091
850598.ETR,US1491231015
850605.ETR,IT0000072618
850628.ETR,US46625H1005
850663.ETR,US1912161007
850667.ETR,US1941621039
850727.ETR,FR0000120271
850775.ETR,ES0178430E18
850795.ETR,US1258961002
850808.ETR,US2193501051
850866.ETR,US2441991054
850875.ETR,US4404521001
850981.ETR,US2910111044
851143.ETR,US3695501086
851194.ETR,FR0000120644
851204.ETR,US3825501014
851223.ETR,FR0000121485
851247.ETR,GB0002374006
851297.ETR,US4278661081
851399.ETR,US4592001014
851413.ETR,US4601461035
851544.ETR,US5010441013
851704.ETR,US5770811025
851745.ETR,US88579Y1010
851781.ETR,US4606901001
851915.ETR,US6668071029
851921.ETR,US6745991058
851936.ETR,US6806652052
851962.ETR,US69331C1080
851995.ETR,US7134481081
852009.ETR,US7170811035
852011.ETR,US30161N1019
852026.ETR,US6935061076
852062.ETR,US7427181091
852069.ETR,GB0007099541
852070.ETR,US7445731067
852147.ETR,GB0007188757
852362.ETR,FR0000120172
852523.ETR,US8425871071
852549.ETR,US30231G1022
852552.ETR,US1667641005
852654.ETR,US8825081040
852789.ETR,US5658491064
852894.ETR,AT0000831706
852927.ETR,AT0000644505
853081.ETR,US0010551028
853121.ETR,US2310211063
853260.ETR,US4781601046
853265.ETR,US4878361082
853292.ETR,FR0000121014
853373.ETR,FR0000120693
853707.ETR,US2600031080
853815.ETR,US0718131099
853823.ETR,US6516391066
853862.ETR,US3703341046
853881.ETR,US4595061015
853887.ETR,US8330341012
853888.ETR,FR0000120321
853915.ETR,US7234841010
853986.ETR,US4062161017
854013.ETR,GB0002162385
854075.ETR,US0846701086
854161.ETR,US0394831020
854545.ETR,US2788651006
854566.ETR,US15189T1079
854618.ETR,US2944291051
854693.ETR,US4227041062
854854.ETR,US8725401090
854912.ETR,US0091581068
855009.ETR,US98389B1008
855178.ETR,US4943681035
855225.ETR,US0427351004
855451.ETR,US9694571004
855681.ETR,US4581401001
855686.ETR,US2546871060
855705.ETR,FR0000120628
855786.ETR,US2017231034
855853.ETR,US8793691069
855950.ETR,US7010941042
856050.ETR,US8243481061
856243.ETR,US87612E1064
856244.ETR,US2536511031
856331.ETR,US9633201069
856632.ETR,US5745991068
856678.ETR,US1890541097
856958.ETR,US5801351017
857209.ETR,US8835561023
857463.ETR,SE0000108649
857498.ETR,US3848021040
857621.ETR,US9182041080
857675.ETR,US0758871091
857760.ETR,US83088M1027
857949.ETR,US9497461015
858144.ETR,US9078181081
858266.ETR,GB0006776081
858388.ETR,US0605051046
858406.ETR,US3724601055
858415.ETR,US5717481023
858560.ETR,US5324571083
858872.ETR,ES0113900J37
859034.ETR,US1266501006
859121.ETR,US8718291078
859888.ETR,US4180561072
859892.ETR,US8807701029
860180.ETR,FR0000121972
860408.ETR,US0584981064
860853.ETR,US9311421039
861114.ETR,US6937181088
861149.ETR,LU0061462528
861219.ETR,US4523081093
862485.ETR,US0326541051
862837.ETR,US8447411088
863060.ETR,US9581021055
863186.ETR,US0079031078
863533.ETR,US3647601083
863582.ETR,US55261F1049
864330.ETR,US9553061055
864371.ETR,US1713401024
864777.ETR,US8574771031
864952.ETR,US8636671013
865177.ETR,US0382221051
865406.ETR,US0905722072
865857.ETR,US1264081035
865884.ETR,US4824801009
865985.ETR,US0378331005
866131.ETR,GB0002634946
866197.ETR,US2358511028
866671.ETR,CA0977512007
866953.ETR,US4370761029
866993.ETR,US6541061031
867028.ETR,US6558441084
867475.ETR,FR0000125486
867622.ETR,US4461501045
867679.ETR,US6934751057
867900.ETR,US0311621009
868284.ETR,US7043261079
868402.ETR,US92343V1044
868746.ETR,US0495601058
868891.ETR,US3719011096
869020.ETR,US5951121038
869353.ETR,US4932671088
869561.ETR,US91324P1021
869686.ETR,US5128071082
869964.ETR,US0527691069
870053.ETR,US7782961038
870153.ETR,US4385161066
870315.ETR,US3546131018
870450.ETR,CA0679011084
870625.ETR,US9024941034
870737.ETR,FI0009000681
870747.ETR,US5949181045
870967.ETR,US74144T1088
871004.ETR,FI0009005961
871394.ETR,US4128221086
871460.ETR,US68389X1054
871706.ETR,US6819191064
871784.ETR,GB0008706128
871918.ETR,US21036P1084
871981.ETR,US00724F1012
872087.ETR,FR0000125007
872318.ETR,SE0000106270
873131.ETR,US0079241032
873403.ETR,FR0000130809
873567.ETR,US1273871087
874171.ETR,US8085131055
874341.ETR,AT0000743059
875272.ETR,US3021301094
875773.ETR,ES0113211835
876845.ETR,ES0173516115
876872.ETR,US3134003017
877738.ETR,AT0000746409
877961.ETR,US26875P1012
878279.ETR,AT0000741053
878372.ETR,US2855121099
878613.ETR,US45253H1014
878841.ETR,US17275R1023
879100.ETR,US4364401012
880135.ETR,US9839191015
880205.ETR,US1729081059
880883.ETR,US5529531015
881535.ETR,US75886F1075
881646.ETR,US1270971039
881793.ETR,US3377381088
881905.ETR,GB0007908733
882177.ETR,US00130H1059
882578.ETR,US9892071054
882749.ETR,US0320951017
882807.ETR,US92532F1003
883121.ETR,US7475251036
883703.ETR,US8716071076
884113.ETR,US1011371077
884304.ETR,US0758961009
884437.ETR,US8552441094
885069.ETR,US7502361014
885823.ETR,US3755581036
885836.ETR,US6174464486
886053.ETR,US4612021034
886105.ETR,US5950171042
886429.ETR,US0200021014
886455.ETR,GB0009895292
886670.ETR,FR0000052292
887320.ETR,US0997241064
887629.ETR,US2810201077
887771.ETR,FR0000131104
887891.ETR,US3119001044
888024.ETR,US46120E6023
888210.ETR,US45168D1046
888282.ETR,US0010841023
888346.ETR,US88554D2053
888351.ETR,US22160K1051
888903.ETR,US9170471026
889290.ETR,US29364G1031
889826.ETR,US8923561067
890167.ETR,US0126531013
890963.ETR,NL0000009082
892502.ETR,AT0000922554
893113.ETR,FR0000131906
893413.ETR,US14040H1059
893438.ETR,NL0000226223
893579.ETR,US94106L1098
894298.ETR,US2435371073
894648.ETR,US5398301094
895250.ETR,US69351T1060
895738.ETR,US2371941053
896007.ETR,US9224171002
896022.ETR,US9297401088
896040.ETR,CH0003583256
896476.ETR,US35671D8570
897200.ETR,AT0000937503
897518.ETR,US62855J1043
897791.ETR,IT0003132476
897933.ETR,US5184391044
897961.ETR,US8064071025
898407.ETR,US1773761002
898521.ETR,US4165151048
899676.ETR,CA3039011026
901492.ETR,US03662Q1058
902388.ETR,AT0000652250
903000.ETR,GB0004544929
903016.ETR,US0028962076
903276.ETR,US3682872078
903978.ETR,US7739031091
904533.ETR,US74834L1008
905249.ETR,US1570851014
906849.ETR,FR0000133308
906866.ETR,US0231351067
906870.ETR,US7509171069
907391.ETR,AT0000946652
907466.ETR,US4568371037
908668.ETR,US0311001004
908683.ETR,US91913Y1001
909190.ETR,US9884981013
909943.ETR,AT0000652011
910509.ETR,US3379321074
910553.ETR,US5926881054
911060.ETR,US6826801036
911090.ETR,US92343E1029
911443.ETR,US9113631090
911535.ETR,US0236081024
911563.ETR,US2091151041
912029.ETR,US31428X1063
913070.ETR,US5719032022
914076.ETR,US5367971034
914508.ETR,US8740541094
915210.ETR,AT0000818802
915266.ETR,US8168511090
915272.ETR,US1924461023
916018.ETR,GB0002875804
916529.ETR,US2786421030
917523.ETR,US9029733048
918422.ETR,US67066G1040
920299.ETR,CH0006539198
920332.ETR,US38141G1040
920657.ETR,FR0000120578
922230.ETR,AT0000969985
922977.ETR,US3156161024
922985.ETR,AT0000785407
923889.ETR,US48203R1041
923893.ETR,GB0005405286
924801.ETR,US09061G1013
924838.ETR,US5261071071
925345.ETR,US25179M1036
927079.ETR,US4523271090
928193.ETR,US09247X1019
928624.ETR,IT0003128367
928900.ETR,AT0000821103
928906.ETR,US00971T1016
929198.ETR,US9113121068
930124.ETR,US6821891057
931083.ETR,US01741R1023
932798.ETR,US25746U1097
934623.ETR,US59156R1086
936386.ETR,US8006771062
936718.ETR,US30161Q1040
936853.ETR,US28176E1082
938914.ETR,NL0000235190
939391.ETR,US1598641074
940561.ETR,GB0009252882
940602.ETR,NL0000009538
940883.ETR,NL0000238145
940936.ETR,US5004723038
965338.ETR,DE0009653386
965339.ETR,DE0009653394
966008.ETR,DE0009660084
966009.ETR,DE0009660092
966010.ETR,DE0009660100
966011.ETR,DE0009660118
966012.ETR,DE0009660126
966013.ETR,DE0009660134
966014.ETR,DE0009660142
966015.ETR,DE0009660159
966020.ETR,DE0009660209
966021.ETR,DE0009660217
966022.ETR,DE0009660225
966023.ETR,DE0009660233
966024.ETR,DE0009660241
966025.ETR,DE0009660258
966028.ETR,DE0009660282
966029.ETR,DE0009660290
966032.ETR,DE0009660324
966033.ETR,DE0009660332
966034.ETR,DE0009660340
966035.ETR,DE0009660357
966036.ETR,DE0009660365
966037.ETR,DE0009660373
966038.ETR,DE0009660381
966039.ETR,DE0009660399
966040.ETR,DE0009660407
966041.ETR,DE0009660415
966042.ETR,DE0009660423
966043.ETR,DE0009660431
966044.ETR,DE0009660449
966045.ETR,DE0009660456
A0AER0.ETR,DE000A0AER09
A0AER1.ETR,DE000A0AER17
A0B57L.ETR,GB00B0130H42
A0B5Z8.ETR,ES0143416115
A0B65S.ETR,DE000A0B65S3
A0B6VB.ETR,US7033951036
A0B6XA.ETR,US7591EP1005
A0B87V.ETR,US79466L3024
A0B897.ETR,US57060D1081
A0B8S2.ETR,US5178341070
A0B9N3.ETR,DE000A0B9N37
A0B9VV.ETR,DE000A0B9VV6
A0BL84.ETR,DE000A0BL849
A0BLMY.ETR,FR0010040865
A0BLR4.ETR,US6293775085
A0BVU2.ETR,DE000A0BVU28
A0C33C.ETR,DE000A0C33C3
A0C33D.ETR,DE000A0C33D1
A0C4B3.ETR,DE000A0C4B34
A0C4BU.ETR,DE000A0C4BU0
A0C4BV.ETR,DE000A0C4BV8
A0C4BW.ETR,DE000A0C4BW6
A0C4BX.ETR,DE000A0C4BX4
A0C4BY.ETR,DE000A0C4BY2
A0C4C0.ETR,DE000A0C4C09
A0C4C1.ETR,DE000A0C4C17
A0C4CA.ETR,DE000A0C4CA0
A0C4CB.ETR,DE000A0C4CB8
A0C4CC.ETR,DE000A0C4CC6
A0C4CD.ETR,DE000A0C4CD4
A0C4CE.ETR,DE000A0C4CE2
A0C4CG.ETR,DE000A0C4CG7
A0C4CH.ETR,DE000A0C4CH5
A0C4CJ.ETR,DE000A0C4CJ1
A0C4CK.ETR,DE000A0C4CK9
A0C4CN.ETR,DE000A0C4CN3
A0C4CP.ETR,DE000A0C4CP8
A0C4CQ.ETR,DE000A0C4CQ6
A0C4CR.ETR,DE000A0C4CR4
A0C4CS.ETR,DE000A0C4CS2
A0C4CT.ETR,DE000A0C4CT0
A0C4CW.ETR,DE000A0C4CW4
A0C4CX.ETR,DE000A0C4CX2
A0C4CY.ETR,DE000A0C4CY0
A0C4CZ.ETR,DE000A0C4CZ7
A0CA0G.ETR,NL0000009165
A0CBCK.ETR,US02043Q1076
A0D655.ETR,DE000A0D6554
A0D94M.ETR,GB00B03MLX29
A0D9PT.ETR,DE000A0D9PT0
A0D9SU.ETR,AT0000606306
A0D9T1.ETR,US2521311074
A0D9U6.ETR,FI0009013296
A0DJ6J.ETR,DE000A0DJ6J9
A0DK9X.ETR,US6866881021
A0DM94.ETR,CA4969024047
A0DNAY.ETR,DE000A0DNAY5
A0DNCY.ETR,US25659T1079
A0DPRE.ETR,DE000A0DPRE6
A0DPTB.ETR,US60871R2094
A0EAT9.ETR,BE0003818359
A0EQ57.ETR,DE000A0EQ578
A0ER6Q.ETR,FR0010208488
A0ER6S.ETR,GB00B03MM408
A0ESP5.ETR,US1696561059
A0ET46.ETR,US78486Q1013
A0ET4X.ETR,FI0009013403
A0ETBQ.ETR,DE000A0ETBQ4
A0F55S.ETR,US03076C1062
A0F5CC.ETR,US4627261005
A0F5UQ.ETR,CH0022237009
A0F602.ETR,US57636Q1040
A0F7BK.ETR,FR0010220475
A0G9JK.ETR,DE000A0G9JK9
A0H0VZ.ETR,US5380341090
A0H1FP.ETR,US31620M1062
A0H52F.ETR,DE000A0H52F5
A0HG6A.ETR,FR0010242511
A0HGDX.ETR,US36467W1099
A0HGF5.ETR,US12541W2098
A0HGQF.ETR,DE000A0HGQF5
A0HGQS.ETR,DE000A0HGQS8
A0HGWX.ETR,US67020Y1001
A0HHJR.ETR,DE000A0HHJR3
A0HL4V.ETR,US9043111072
A0HL8N.ETR,DE000A0HL8N9
A0HL9Z.ETR,US00206R1023
A0HN5C.ETR,DE000A0HN5C6
A0HNF9.ETR,DE000A0HNF96
A0HNLY.ETR,US38500T1016
A0JBPG.ETR,DE000A0JBPG2
A0JC0V.ETR,DE000A0JC0V8
A0JC8S.ETR,DE000A0JC8S7
A0JCY1.ETR,DE000A0JCY11
A0JDBC.ETR,DE000A0JDBC7
A0JDRR.ETR,US9168961038
A0JEJF.ETR,GB00B0SWJX34
A0JJTG.ETR,DE000A0JJTG7
A0JK2A.ETR,DE000A0JK2A8
A0JKWU.ETR,AT0000A00Y78
A0JL2Y.ETR,NL0000303709
A0JL4D.ETR,LU0251710041
A0JL9W.ETR,DE000A0JL9W6
A0JLPR.ETR,AT0000837307
A0JLZ7.ETR,NL0000009827
A0JM2M.ETR,DE000A0JM2M1
A0JML5.ETR,AT0000APOST4
A0JMQL.ETR,US42809H1077
A0JMVJ.ETR,US73278L1052
A0JNE2.ETR,GB00B10RZP78
A0JQ5U.ETR,DE000A0JQ5U3
A0KD0F.ETR,DE000A0KD0F7
A0KEQF.ETR,US4103451021
A0KEXC.ETR,DE000A0KEXC7
A0KF6M.ETR,DE000A0KF6M8
A0KFKB.ETR,DE000A0KFKB3
A0KFKH.ETR,DE000A0KFKH0
A0KFRJ.ETR,DE000A0KFRJ1
A0KFUJ.ETR,DE000A0KFUJ5
A0KPPR.ETR,DE000A0KPPR7
A0L1NN.ETR,DE000A0L1NN5
A0LA17.ETR,US9598021098
A0LAUP.ETR,DE000A0LAUP1
A0LBCR.ETR,CA81732W1041
A0LBFE.ETR,DE000A0LBFE4
A0LBKW.ETR,DE000A0LBKW6
A0LCN9.ETR,US6907421019
A0LCTL.ETR,US38068T1051
A0LD2U.ETR,DE000A0LD2U1
A0LD6E.ETR,DE000A0LD6E6
A0LDA7.ETR,US1717793095
A0LEKM.ETR,US3364331070
A0LF18.ETR,IT0004147952
A0LGD8.ETR,US02208R1068
A0LGV4.ETR,AT0000827209
A0LHKJ.ETR,CA32076V1031
A0LLP0.ETR,DE000A0LLP09
A0LLP7.ETR,DE000A0LLP74
A0LLP8.ETR,DE000A0LLP82
A0LLPU.ETR,DE000A0LLPU8
A0LLPV.ETR,DE000A0LLPV6
A0LLPW.ETR,DE000A0LLPW4
A0LLPX.ETR,DE000A0LLPX2
A0LLPY.ETR,DE000A0LLPY0
A0LLPZ.ETR,DE000A0LLPZ7
A0LLQB.ETR,DE000A0LLQB6
A0LLQC.ETR,DE000A0LLQC4
A0LLQF.ETR,DE000A0LLQF7
A0LLQG.ETR,DE000A0LLQG5
A0LR4P.ETR,DE000A0LR4P1
A0LR93.ETR,DE000A0LR936
A0LR9G.ETR,DE000A0LR9G9
A0M1W6.ETR,GB00B24CGK77
A0M46B.ETR,ES0144580Y14
A0M530.ETR,NL0006129074
A0M63R.ETR,US55354G1004
A0M93V.ETR,DE000A0M93V6
A0M95J.ETR,GB00B2B0DG97
A0M9BA.ETR,US4837091010
A0ME7A.ETR,DE000A0ME7A0
A0ME7B.ETR,DE000A0ME7B8
A0ME7F.ETR,DE000A0ME7F9
A0ME7G.ETR,DE000A0ME7G7
A0ME7T.ETR,DE000A0ME7T0
A0ME7U.ETR,DE000A0ME7U8
A0MEK9.ETR,DE000A0MEK93
A0MEKV.ETR,DE000A0MEKV0
A0MEKW.ETR,DE000A0MEKW8
A0MEKX.ETR,DE000A0MEKX6
A0MEKY.ETR,DE000A0MEKY4
A0MEKZ.ETR,DE000A0MEKZ1
A0MELK.ETR,DE000A0MELK1
A0MEM2.ETR,DE000A0MEM26
A0MEM3.ETR,DE000A0MEM34
A0MEM6.ETR,DE000A0MEM67
A0MEM7.ETR,DE000A0MEM75
A0MEN5.ETR,DE000A0MEN58
A0MEN8.ETR,DE000A0MEN82
A0MEN9.ETR,DE000A0MEN90
A0MENA.ETR,DE000A0MENA8
A0MENB.ETR,DE000A0MENB6
A0MENE.ETR,DE000A0MENE0
A0MENF.ETR,DE000A0MENF7
A0MENN.ETR,DE000A0MENN1
A0MENP.ETR,DE000A0MENP6
A0MEP0.ETR,DE000A0MEP07
A0MEP1.ETR,DE000A0MEP15
A0MEP2.ETR,DE000A0MEP23
A0MEP3.ETR,DE000A0MEP31
A0MEP4.ETR,DE000A0MEP49
A0MEP5.ETR,DE000A0MEP56
A0MEP6.ETR,DE000A0MEP64
A0MEP8.ETR,DE000A0MEP80
A0MEP9.ETR,DE000A0MEP98
A0MEPE.ETR,DE000A0MEPE5
A0MEPF.ETR,DE000A0MEPF2
A0MEPL.ETR,DE000A0MEPL0
A0MEPM.ETR,DE000A0MEPM8
A0MEPN.ETR,DE000A0MEPN6
A0MEPP.ETR,DE000A0MEPP1
A0MEPQ.ETR,DE000A0MEPQ9
A0MEPR.ETR,DE000A0MEPR7
