debs_symbol,yahoo_ticker,exchange,status,shortName,longName,sector,industry,country,city,currency,quoteType,marketCap,fullTimeEmployees,website,isin_yf
157484.ETR,CMCSA,ETR,ok_isin,Comcast Corporation,Comcast Corporation,Communication Services,Telecom Services,United States,Philadelphia,USD,EQUITY,80908910592,179000,https://corporate.comcast.com,US20030N1019
120471.ETR,TIAJF,ETR,ok_isin,TELECOM ITALIA SPA,Telecom Italia S.p.A.,Communication Services,Telecom Services,Italy,Rome,USD,EQUITY,20455303168,25782,https://www.gruppotim.it/en.html,IT0003497176
252092.ETR,CCK,ETR,ok_isin,"Crown Holdings, Inc.","Crown Holdings, Inc.",Consumer Cyclical,Packaging & Containers,United States,Tampa,USD,EQUITY,12883376128,23000,https://www.crowncork.com,US2283681060
126215.ETR,DTD2.DE,ETR,ok_isin,B+S Banksysteme AG            I,B+S Banksysteme Aktiengesellschaft,Technology,Software - Application,Germany,Munich,EUR,EQUITY,11674674,88,https://bs-ag.com,DE0001262152
164456.ETR,EAD.F,ETR,ok_isin,Erlebnis Akademie AG          I,Erlebnis Akademie AG,Consumer Cyclical,Leisure,Germany,Bad Kötzting,EUR,EQUITY,9947933,213,https://www.eak-ag.de,DE0001644565
200417.ETR,MO,ETR,ok_isin,"Altria Group, Inc.","Altria Group, Inc.",Consumer Defensive,Tobacco,United States,Richmond,USD,EQUITY,121718366208,5900,https://www.altria.com,US02209S1033
120470.ETR,,ETR,isin_not_found,,,,,,,,,,,,IT0003497168
121806.ETR,A7A.DE,ETR,ok_isin,Heliad AG                     N,Heliad AG,Financial Services,Asset Management,Germany,Frankfurt am Main,EUR,EQUITY,129769456,10,https://www.heliad.com,DE0001218063
120071.ETR,,ETR,isin_not_found,,,,,,,,,,,,GB0031215220
260555.ETR,B8A.MU,ETR,ok_isin,BAVARIA Industries Group AG   I,BAVARIA Industries Group AG,Financial Services,Asset Management,Germany,Munich,EUR,EQUITY,454645024,542,https://www.baikap.de,DE0002605557
2CRSI.FR,AL2SI.PA,FR,ok_isin,2CRSI,2CRSI S.A.,Technology,Computer Hardware,France,Strasbourg,EUR,EQUITY,578278720,112,https://2crsi.com,FR0013341781
2MX.FR,,FR,isin_not_found,,,,,,,,,,,,FR0014000T90
2MXBS.FR,,FR,isin_not_found,,,,,,,,,,,,FR0014000TB2
3BA.NL,BA3.L,NL,ok_isin,LEVERAGE SHARES PUBLIC LIMITED ,Leverage Shares 3x Boeing ETP Securities,,,,,USD,ETF,,,,XS2297551371
3BAC.NL,,NL,isin_not_found,,,,,,,,,,,,XS2297618626
357818.ETR,,ETR,isin_not_found,,,,,,,,,,,,CA98462Y1007
3HSB.NL,,NL,isin_not_found,,,,,,,,,,,,XS2297618030
3RDS.NL,,NL,isin_not_found,,,,,,,,,,,,XS2297634318
3VOD.NL,,NL,isin_not_found,,,,,,,,,,,,XS2297637253
500800.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE0005008007
501451.ETR,VIE.PA,ETR,ok_isin,VEOLIA ENVIRON.,Veolia Environnement SA,Industrials,Waste Management,France,Aubervilliers,EUR,EQUITY,26115567616,203100,https://www.veolia.com/fr,FR0000124141
508810.ETR,BWB.DE,ETR,ok_isin,Baader Bank AG                I,Baader Bank Aktiengesellschaft,Financial Services,Capital Markets,Germany,Unterschleissheim,EUR,EQUITY,332797664,688,https://www.baaderbank.de,DE0005088108
502665.ETR,,ETR,isin_not_found,,,,,,,,,,,,US4851703029
509310.ETR,AAD.DE,ETR,ok_isin,AMADEUS FIRE AG               I,Amadeus FiRe AG,Industrials,Staffing & Employment Services,Germany,Frankfurt am Main,EUR,EQUITY,140692864,1662,https://www.amadeus-fire.de,DE0005093108
502391.ETR,F,ETR,ok_isin,Ford Motor Company,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,United States,Dearborn,USD,EQUITY,58495291392,168000,https://www.ford.com,US3453708600
508903.ETR,UTDI.F,ETR,ok_isin,UNITED INTERNET AG            N,United Internet AG,Communication Services,Telecom Services,Germany,Montabaur,EUR,EQUITY,4182663168,10514,https://www.united-internet.de,DE0005089031
510200.ETR,BSL.DE,ETR,ok_isin,BASLER AG                     I,Basler Aktiengesellschaft,Technology,Consumer Electronics,Germany,Ahrensburg,EUR,EQUITY,771845760,836,https://www.baslerweb.com,DE0005102008
510440.ETR,AOF.DE,ETR,ok_isin,ATOSS Software SE             I,ATOSS Software SE,Technology,Software - Application,Germany,Munich,EUR,EQUITY,1331354880,861,https://www.atoss.com,DE0005104400
510300.ETR,ADV.DE,ETR,ok_isin,Adtran Networks SE            I,Adtran Networks SE,Technology,Communication Equipment,Germany,Munich,EUR,EQUITY,1202459008,2182,https://www.adtran.com,DE0005103006
511170.ETR,ZO1.HM,ETR,ok_isin,zooplus SE                    I,zooplus SE,Consumer Cyclical,Specialty Retail,Germany,Munich,EUR,EQUITY,1525644160,897,https://www.zooplus.com,DE0005111702
510480.ETR,SYZ.DE,ETR,ok_isin,Syzygy AG                     I,SYZYGY AG,Communication Services,Advertising Agencies,Germany,Bad Homburg vor der Höhe,EUR,EQUITY,17280032,454,https://www.syzygy-group.net,DE0005104806
515600.ETR,GGS.F,ETR,ok_isin,Gigaset AG                    I,Gigaset AG,Technology,Communication Equipment,Germany,Bocholt,EUR,EQUITY,1457014,857,https://www.gigaset.com,DE0005156004
511880.ETR,TGT.DE,ETR,ok_isin,11 88 0 Solutions AG          I,11880 Solutions AG,Communication Services,Telecom Services,Germany,Essen,EUR,EQUITY,12434063,422,https://www.11880.com,DE0005118806
513700.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE0005137004
514680.ETR,DEX.DE,ETR,ok_isin,Delticom AG                   N,Delticom AG,Consumer Cyclical,Auto Parts,Germany,Sehnde,EUR,EQUITY,33357986,100,https://www.delti.com,DE0005146807
511000.ETR,A1OS.DE,ETR,ok_isin,All for One Group SE          N,All for One Group SE,Technology,Information Technology Services,Germany,Filderstadt,EUR,EQUITY,313829216,2417,https://www.all-for-one.com,DE0005110001
515623.ETR,SCE.DE,ETR,ok_isin,SCHWEIZER ELECTRONIC AG       N,Schweizer Electronic AG,Technology,Electronic Components,Germany,Schramberg,EUR,EQUITY,19532292,428,https://www.schweizer.ag,DE0005156236
514000.ETR,DBK.DE,ETR,ok_isin,DEUTSCHE BANK AG              N,Deutsche Bank Aktiengesellschaft,Financial Services,Banks - Regional,Germany,Frankfurt am Main,EUR,EQUITY,59422863360,90067,https://www.db.com,DE0005140008
516790.ETR,UUU.DE,ETR,ok_isin,3U Holding AG                 I,3U Holding AG,Industrials,Building Products & Equipment,Germany,Marburg,EUR,EQUITY,67359336,187,https://www.3u.net,DE0005167902
515870.ETR,BC8.DE,ETR,ok_isin,BECHTLE AG                    I,Bechtle AG,Technology,Information Technology Services,Germany,Neckarsulm,EUR,EQUITY,4601520128,16496,https://www.bechtle.com,DE0005158703
517800.ETR,SYT.DE,ETR,ok_isin,SOFTING AG                    I,Softing AG,Technology,Information Technology Services,Germany,Haar,EUR,EQUITY,28060464,407,https://company.softing.com/de,DE0005178008
515710.ETR,HNL.DE,ETR,ok_isin,Hoenle AG                     I,Hoenle AG,Industrials,Electrical Equipment & Parts,Germany,Gilching,EUR,EQUITY,46797512,494,https://www.hoenle.de,DE0005157101
516810.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE0005168108
518160.ETR,WFA.F,ETR,ok_isin,Weng Fine Art AG              N,Weng Fine Art AG,Consumer Cyclical,Specialty Retail,Germany,Monheim am Rhein,EUR,EQUITY,,,https://www.wengfineart.com,DE0005181606
519000.ETR,BMW.DE,ETR,ok_isin,BAYERISCHE MOTOREN WERKE AG   S,Bayerische Motoren Werke Aktiengesellschaft,Consumer Cyclical,Auto Manufacturers,Germany,Munich,EUR,EQUITY,35553128448,154540,https://www.bmwgroup.com,DE0005190003
517690.ETR,SUR.DE,ETR,ok_isin,SURTECO GROUP SE              I,Surteco Group SE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Germany,Buttenwiesen,EUR,EQUITY,140326864,3620,https://www.surteco.com,DE0005176903
519003.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE0005190037
519406.ETR,BYW6.DE,ETR,ok_isin,BAYWA AG                      V,BayWa Aktiengesellschaft,Industrials,Conglomerates,Germany,Munich,EUR,EQUITY,172235824,18391,https://www.baywa.com,DE0005194062
519400.ETR,BYW.DE,ETR,ok_isin,BAYWA AG                      N,BayWa Aktiengesellschaft,Industrials,Conglomerates,Germany,Munich,EUR,EQUITY,628644736,18391,https://www.baywa.com,DE0005194005
520230.ETR,QB7.DE,ETR,ok_isin,Quirin Privatbank AG          I,Quirin Privatbank AG,Financial Services,Banks - Regional,Germany,Berlin,EUR,EQUITY,142394384,280,https://quirinprivatbank.de,DE0005202303
520160.ETR,BEZ.F,ETR,ok_isin,BERENTZEN-GRUPPE AG           I,Berentzen-Gruppe Aktiengesellschaft,Consumer Defensive,Beverages - Wineries & Distilleries,Germany,Haselünne,EUR,EQUITY,29496190,428,https://www.berentzen-gruppe.de,DE0005201602
519990.ETR,ECK.F,ETR,ok_isin,LUDW.BECK A.RATH.ECK-TEXTIL.AGI,LUDWIG BECK am Rathauseck - Textilhaus Feldmeier AG,Consumer Cyclical,Department Stores,Germany,Munich,EUR,EQUITY,82768000,255,https://www.ludwigbeck.de,DE0005199905
521830.ETR,MBQ.F,ETR,ok_isin,MOBOTIX AG                    I,Mobotix AG,Industrials,Security & Protection Services,Germany,Winnweiler,EUR,EQUITY,12866329,249,https://www.mobotix.com,DE0005218309
520000.ETR,BEI.DE,ETR,ok_isin,BEIERSDORF AG                 I,Beiersdorf Aktiengesellschaft,Consumer Defensive,Household & Personal Products,Germany,Hamburg,EUR,EQUITY,17630496768,20778,https://www.beiersdorf.com,DE0005200000
520394.ETR,BNN.F,ETR,ok_isin,BRAIN Biotech AG              N,BRAIN Biotech AG,Basic Materials,Specialty Chemicals,Germany,Zwingenberg,EUR,EQUITY,59206716,280,https://www.brain-biotech.com,DE0005203947
522000.ETR,EBK.DE,ETR,ok_isin,ENBW ENERGIE BAD.-WUE. ON,EnBW Energie Baden-Württemberg AG,Utilities,Utilities - Diversified,Germany,Karlsruhe,EUR,EQUITY,22643900416,29713,https://www.enbw.com,DE0005220008
520958.ETR,A6T.F,ETR,ok_isin,ARTEC TECHNOLOGIES AG         I,artec technologies AG,Technology,Consumer Electronics,Germany,Diepholz,EUR,EQUITY,6038183,22,https://www.artec.de,DE0005209589
522090.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE0005220909
522723.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE0005227235
522877.ETR,OBS.DE,ETR,ok_isin,ORBIS SE                      I,ORBIS AG,Technology,Information Technology Services,Germany,Saarbrücken,EUR,EQUITY,45643276,900,https://www.orbis.de,DE0005228779
522720.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE0005227201
522950.ETR,BIJ.DE,ETR,ok_isin,BIJOU BRIGITTE MOD. ACCESS. AGI,Bijou Brigitte modische Accessoires Aktiengesellschaft,Consumer Cyclical,Luxury Goods,Germany,Hamburg,EUR,EQUITY,358176192,3588,https://www.group.bijou-brigitte.com,DE0005229504
523280.ETR,BDT.F,ETR,ok_isin,BERTRANDT AG                  I,Bertrandt Aktiengesellschaft,Consumer Cyclical,Auto Parts,Germany,Ehningen,EUR,EQUITY,84887544,11744,https://www.bertrandt.com,DE0005232805
529498.ETR,,ETR,isin_not_found,,,,,,,,,,,,US9129091081
531350.ETR,EKT.DE,ETR,ok_isin,ENERGIEKONTOR AG              I,Energiekontor AG,Utilities,Utilities - Renewable,Germany,Bremen,EUR,EQUITY,476499424,260,https://www.energiekontor.de,DE0005313506
540710.ETR,CSH.DE,ETR,ok_isin,CENIT AG                      I,CENIT Aktiengesellschaft,Technology,Software - Application,Germany,Stuttgart,EUR,EQUITY,60080500,901,https://www.cenit.com,DE0005407100
531370.ETR,AFX.DE,ETR,ok_isin,Carl Zeiss Meditec AG         I,Carl Zeiss Meditec AG,Healthcare,Medical Instruments & Supplies,Germany,Jena,EUR,EQUITY,2461514752,5798,https://www.zeiss.com/meditec-ag/de/investor-relations.html?vaURL=www.zeiss.de/meditec-ag/ir,DE0005313704
540390.ETR,CWC.DE,ETR,ok_isin,CEWE Stiftung & Co. KGaA      I,CEWE Stiftung & Co. KGaA,Consumer Cyclical,Personal Services,Germany,Oldenburg,EUR,EQUITY,661532288,4422,https://www.cewe.de,DE0005403901
540811.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE0005408116
540888.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE0005408884
540868.ETR,VVV3.DE,ETR,ok_isin,KOWORLD AG                   Na,Ökoworld AG,Financial Services,Financial Conglomerates,Germany,Hilden,EUR,EQUITY,175413680,65,https://www.oekoworld.com,DE0005408686
540740.ETR,CEK.F,ETR,ok_isin,CEOTRONICS AG                 I,CeoTronics AG,Technology,Communication Equipment,Germany,Rödermark,EUR,EQUITY,82832400,138,https://ceotronics.com,DE0005407407
541561.ETR,,ETR,isin_not_found,,,,,,,,,,,,US92343X1000
541867.ETR,JBLU,ETR,ok_isin,JetBlue Airways Corporation,JetBlue Airways Corporation,Industrials,Airlines,United States,Long Island City,USD,EQUITY,2020062464,19447,https://www.jetblue.com,US4771431016
543900.ETR,CON.DE,ETR,ok_isin,CONTINENTAL AG                I,Continental Aktiengesellschaft,Consumer Cyclical,Auto Parts,Germany,Hanover,EUR,EQUITY,14352430080,22076,https://www.continental.com,DE0005439004
547030.ETR,EVD.DE,ETR,ok_isin,CTS Eventim AG & Co. KGaA     I,CTS Eventim AG & Co. KGaA,Communication Services,Entertainment,Germany,Hamburg,EUR,EQUITY,5812273152,5057,https://corporate.eventim.de,DE0005470306
549227.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE0005492276
547040.ETR,LXS.DE,ETR,ok_isin,LANXESS AG                    I,LANXESS Aktiengesellschaft,Basic Materials,Specialty Chemicals,Germany,Cologne,EUR,EQUITY,1324552320,11630,https://lanxess.com,DE0005470405
541910.ETR,COK.DE,ETR,ok_isin,CANCOM SE                     I,Cancom SE,Technology,Information Technology Services,Germany,Munich,EUR,EQUITY,711307648,5234,https://www.cancom.de,DE0005419105
549309.ETR,BVB.DE,ETR,ok_isin,BORUSSIA DORTMUND GMBH&CO.KGAAI,Borussia Dortmund GmbH & Co. Kommanditgesellschaft auf Aktien,Communication Services,Entertainment,Germany,Dortmund,EUR,EQUITY,338306496,1057,https://aktie.bvb.de,DE0005493092
547930.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE0005479307
548956.ETR,ULC.DE,ETR,ok_isin,UNITED LABELS AG              I,UNITEDLABELS Aktiengesellschaft,Consumer Cyclical,Leisure,Germany,Münster,EUR,EQUITY,6583500,36,https://www.unitedlabels.com,DE0005489561
549293.ETR,MZX.DE,ETR,ok_isin,Masterflex SE                 I,Masterflex SE,Basic Materials,Specialty Chemicals,Germany,Gelsenkirchen,EUR,EQUITY,133694840,608,https://www.masterflexgroup.com,DE0005492938
549336.ETR,HYQ.DE,ETR,ok_isin,Hypoport SE                   N,Hypoport SE,Financial Services,Credit Services,Germany,Berlin,EUR,EQUITY,559996992,2201,https://www.hypoport.com,DE0005493365
549532.ETR,HOC.HM,ETR,ok_isin,HolidayCheck Group AG         I,HolidayCheck Group AG,,,,,EUR,EQUITY,373996160,,,DE0005495329
549890.ETR,DAM.DE,ETR,ok_isin,DATA MODUL AG PROD.U.V.V.E.S. I,DATA MODUL Aktiengesellschaft Produktion und Vertrieb von elektronischen Systemen,Technology,Electronic Components,Germany,Munich,EUR,EQUITY,98733096,518,https://www.data-modul.com,DE0005498901
549562.ETR,GME.DE,ETR,ok_isin,GERATHERM MEDICAL AG          I,Geratherm Medical AG,Healthcare,Medical Devices,Germany,Geschwenda,EUR,EQUITY,14341657,151,https://www.geratherm.com,DE0005495626
552484.ETR,NFLX,ETR,ok_isin,"Netflix, Inc.","Netflix, Inc.",Communication Services,Entertainment,United States,Los Gatos,USD,EQUITY,293141348352,16000,https://www.netflix.com,US64110L1061
549416.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE0005494165
553860.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE0005538607
553340.ETR,DGR.DE,ETR,ok_isin,DT. GRUNDSTUECKSAUKTIONEN AG  I,Deutsche Grundstücksauktionen AG,Real Estate,Real Estate Services,Germany,Berlin,EUR,EQUITY,8480000,12,https://www.dga-ag.de,DE0005533400
554550.ETR,1U1.DE,ETR,ok_isin,1&1 AG                        I,1&1 AG,Communication Services,Telecom Services,Germany,Montabaur,EUR,EQUITY,3653881088,4645,https://www.1und1.ag,DE0005545503
555060.ETR,DRW8.DE,ETR,ok_isin,DRAEGERWERK ST.A.O.N.,Drägerwerk AG & Co. KGaA,Healthcare,Medical Devices,Germany,Lübeck,EUR,EQUITY,1452024064,16033,https://www.draeger.com,DE0005550602
555063.ETR,DRW3.DE,ETR,ok_isin,DRAEGERWERK VZO O.N.,Drägerwerk AG & Co. KGaA,Healthcare,Medical Devices,Germany,Lübeck,EUR,EQUITY,1806588032,16033,https://www.draeger.com,DE0005550636
555750.ETR,DTE.DE,ETR,ok_isin,DEUTSCHE TELEKOM AG           N,Deutsche Telekom AG,Communication Services,Telecom Services,Germany,Bonn,EUR,EQUITY,133094006784,196586,https://www.telekom.com,DE0005557508
555200.ETR,DHL.DE,ETR,ok_isin,DEUTSCHE POST AG              N,Deutsche Post AG,Industrials,Integrated Freight & Logistics,Germany,Bonn,EUR,EQUITY,64490795008,579479,https://group.dhl.com,DE0005552004
555869.ETR,PGN.DE,ETR,ok_isin,paragon GmbH & Co. KGaA       I,paragon GmbH & Co. KGaA,Consumer Cyclical,Auto Parts,Germany,Delbrück,EUR,EQUITY,7490970,680,https://www.paragon.ag,DE0005558696
557080.ETR,UBK.DE,ETR,ok_isin,UMWELTBANK AG                 I,UmweltBank AG,Financial Services,Banks - Regional,Germany,Nuremberg,EUR,EQUITY,158541984,435,https://www.umweltbank.de,DE0005570808
564950.ETR,EDL.DE,ETR,ok_isin,Edel SE & Co. KGaA            I,Edel SE & Co. KGaA,Communication Services,Entertainment,Germany,Hamburg,EUR,EQUITY,102969048,1021,https://www.edel.com,DE0005649503
558000.ETR,DIE.F,ETR,ok_isin,DIERIG HOLDING AG             I,Dierig Holding AG,Consumer Cyclical,Textile Manufacturing,Germany,Augsburg,EUR,EQUITY,32824800,137,https://dierig.de,DE0005580005
556520.ETR,DUE.DE,ETR,ok_isin,DUERR AG                      I,Dürr Aktiengesellschaft,Industrials,Specialty Industrial Machinery,Germany,Bietigheim-Bissingen,EUR,EQUITY,1238717184,17731,https://www.durr-group.com,DE0005565204
565493.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE0005654933
565970.ETR,EUZ.DE,ETR,ok_isin,Eckert & Ziegler SE           I,Eckert & Ziegler SE,Healthcare,Medical Devices,Germany,Berlin,EUR,EQUITY,841028480,1100,https://www.ezag.com,DE0005659700
575302.ETR,COP,ETR,ok_isin,ConocoPhillips,ConocoPhillips,Energy,Oil & Gas E&P,United States,Houston,USD,EQUITY,140810420224,9700,https://www.conocophillips.com,US20825C1045
566480.ETR,EVT.DE,ETR,ok_isin,Evotec SE                     I,Evotec SE,Healthcare,Drug Manufacturers - Specialty & Generic,Germany,Hamburg,EUR,EQUITY,612699392,4526,https://www.evotec.com,DE0005664809
575198.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE0005751986
575440.ETR,LSX.DE,ETR,ok_isin,LS TELCOM AG                  I,LS telcom AG,Communication Services,Telecom Services,Germany,Lichtenau,EUR,EQUITY,22940280,273,https://www.lstelcom.com,DE0005754402
575980.ETR,IXX.DE,ETR,ok_isin,init innov.in traffic syst.SE I,init innovation in traffic systems SE,Technology,Information Technology Services,Germany,Karlsruhe,EUR,EQUITY,535627712,1520,https://www.initse.com,DE0005759807
577220.ETR,FIE.DE,ETR,ok_isin,Fielmann Group AG             I,Fielmann Group AG,Healthcare,Medical Instruments & Supplies,Germany,Hamburg,EUR,EQUITY,3433901568,18213,https://www.fielmann-group.com,DE0005772206
567710.ETR,ELG.DE,ETR,ok_isin,Elmos Semiconductor SE        I,Elmos Semiconductor SE,Technology,Semiconductors,Germany,Leverkusen,EUR,EQUITY,2535510528,1204,https://www.elmos.com,DE0005677108
576002.ETR,DE0005760029.SG,ETR,ok_isin,ABO Energy GmbH & Co. KGaA,,,,,,EUR,EQUITY,,,,DE0005760029
576550.ETR,XTP.F,ETR,ok_isin,SINO AG                       I,Sino AG,Financial Services,Capital Markets,Germany,Düsseldorf,EUR,EQUITY,246606256,25,https://www.sino.de,DE0005765507
577330.ETR,FRA.DE,ETR,ok_isin,Fraport AG Ffm.Airport.Ser.AG I,Fraport AG,Industrials,Airports & Air Services,Germany,Frankfurt am Main,EUR,EQUITY,6264754688,19603,https://www.fraport.com,DE0005773303
577410.ETR,FEV.F,ETR,ok_isin,FORTEC Elektronik AG          I,FORTEC Elektronik AG,Technology,Electronics & Computer Distribution,Germany,Germering,EUR,EQUITY,36079840,241,https://www.fortecag.de,DE0005774103
577580.ETR,FRS.DE,ETR,ok_isin,FORIS AG                      I,FORIS AG,Financial Services,Credit Services,Germany,Bonn,EUR,EQUITY,14802857,34,https://www.foris.com,DE0005775803
578580.ETR,FME.DE,ETR,ok_isin,Fresenius Medical Care AG     I,Fresenius Medical Care AG,Healthcare,Medical Care Facilities,Germany,Bad Homburg,EUR,EQUITY,11553650688,108165,https://www.freseniusmedicalcare.com,DE0005785802
580060.ETR,GFT.DE,ETR,ok_isin,GFT Technologies SE           I,GFT Technologies SE,Technology,Information Technology Services,Germany,Stuttgart,EUR,EQUITY,570095168,11645,https://www.gft.com,DE0005800601
578560.ETR,FRE.DE,ETR,ok_isin,Fresenius SE & Co. KGaA       I,Fresenius SE & Co. KGaA,Healthcare,Medical Care Facilities,Germany,Bad Homburg vor der Höhe,EUR,EQUITY,24827498496,177783,https://www.fresenius.com,DE0005785604
581005.ETR,DB1.DE,ETR,ok_isin,DEUTSCHE BOERSE AG            N,Deutsche Börse AG,Financial Services,Financial Data & Stock Exchanges,Germany,Eschborn,EUR,EQUITY,47595941888,17120,https://deutsche-boerse.com/dbg-de/,DE0005810055
585434.ETR,E4C.DE,ETR,ok_isin,ecotel communication ag       I,ecotel communication ag,Communication Services,Telecom Services,Germany,Düsseldorf,EUR,EQUITY,25155158,202,https://www.ecotel.de,DE0005854343
587484.ETR,IS7.DE,ETR,ok_isin,InTiCa Systems SE             I,InTiCa Systems SE,Consumer Cyclical,Auto Parts,Germany,Passau,EUR,EQUITY,6756113,513,https://www.intica-systems.com,DE0005874846
585969.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE0005859698
587800.ETR,GIL.F,ETR,ok_isin,DMG MORI AG                   I,DMG MORI AKTIENGESELLSCHAFT,Industrials,Tools & Accessories,Germany,Bielefeld,EUR,EQUITY,3680800256,7428,https://www.dmgmori.com,DE0005878003
585518.ETR,MSAG.DE,ETR,ok_isin,MS Industrie AG               I,MS Industrie AG,Consumer Cyclical,Auto Parts,Germany,Munich,EUR,EQUITY,34781384,389,https://www.ms-industrie.de,DE0005855183
590375.ETR,ALGN,ETR,ok_isin,"Align Technology, Inc.","Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,United States,Tempe,USD,EQUITY,12035426304,20275,https://www.aligntech.com,US0162551016
588811.ETR,TKA.VI,ETR,ok_isin,Telekom Austria AG,Telekom Austria AG,Communication Services,Telecom Services,Austria,Vienna,EUR,EQUITY,6840074240,16616,https://a1.group,AT0000720008
589540.ETR,GMM.F,ETR,ok_isin,GRAMMER AG                    I,Grammer AG,Consumer Cyclical,Auto Parts,Germany,Ursensollen,EUR,EQUITY,156532656,11400,https://www.grammer.com,DE0005895403
591068.ETR,VIV.PA,ETR,ok_isin,VIVENDI SE,Vivendi SE,Communication Services,Electronic Gaming & Multimedia,France,Paris,EUR,EQUITY,1947516288,2500,https://www.vivendi.com,FR0000127771
590900.ETR,GBF.DE,ETR,ok_isin,Bilfinger SE                  I,Bilfinger SE,Industrials,Engineering & Construction,Germany,Mannheim,EUR,EQUITY,3069691136,30570,https://www.bilfinger.com,DE0005909006
593612.ETR,OHB.DE,ETR,ok_isin,OHB SE                        I,OHB SE,Industrials,Aerospace & Defense,Germany,Bremen,EUR,EQUITY,4692049408,3974,https://www.ohb.de,DE0005936124
603111.ETR,GPN,ETR,ok_isin,Global Payments Inc.,Global Payments Inc.,Industrials,Specialty Business Services,United States,Atlanta,USD,EQUITY,22994067456,26000,https://www.globalpayments.com,US37940X1028
593273.ETR,YOC.DE,ETR,ok_isin,YOC AG                        I,YOC AG,Communication Services,Advertising Agencies,Germany,Berlin,EUR,EQUITY,19676870,134,https://yoc.com,DE0005932735
604270.ETR,HAW.DE,ETR,ok_isin,Hawesko Holding SE            I,Hawesko Holding SE,Consumer Defensive,Beverages - Wineries & Distilleries,Germany,Hamburg,EUR,EQUITY,159904560,1156,https://www.hawesko-holding.com,DE0006042708
604700.ETR,HEI.DE,ETR,ok_isin,Heidelberg Materials AG       I,Heidelberg Materials AG,Basic Materials,Building Materials,Germany,Heidelberg,EUR,EQUITY,29937971200,47552,https://www.heidelbergmaterials.de,DE0006047004
604611.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE0006046113
604400.ETR,MAK.F,ETR,ok_isin,MATERNUS-KLINIKEN AG          I,Maternus-Kliniken Aktiengesellschaft,Healthcare,Medical Care Facilities,Germany,Berlin,EUR,EQUITY,21270008,1860,https://www.maternus.de,DE0006044001
604840.ETR,HEN.DE,ETR,ok_isin,Henkel AG & Co. KGaA          I,Henkel AG & Co. KGaA,Consumer Defensive,Household & Personal Products,Germany,Düsseldorf,EUR,EQUITY,29109141504,42200,https://www.henkel.com,DE0006048408
606110.ETR,HMU.F,ETR,ok_isin,HMS Bergbau AG                I,HMS Bergbau AG,Energy,Thermal Coal,Germany,Berlin,EUR,EQUITY,183532320,56,https://www.hms-ag.com,DE0006061104
607000.ETR,HOT.DE,ETR,ok_isin,HOCHTIEF AG                   I,HOCHTIEF Aktiengesellschaft,Industrials,Engineering & Construction,Germany,Essen,EUR,EQUITY,33136404480,63483,https://www.hochtief.com,DE0006070006
604843.ETR,HEN3.DE,ETR,ok_isin,Henkel AG & Co. KGaA          I,Henkel AG & Co. KGaA,Consumer Defensive,Household & Personal Products,Germany,Düsseldorf,EUR,EQUITY,30882410496,42200,https://www.henkel.com,DE0006048432
606214.ETR,1COV.F,ETR,ok_isin,Covestro AG                   I,Covestro AG,Basic Materials,Specialty Chemicals,Germany,Leverkusen,EUR,EQUITY,12458420224,17806,https://www.covestro.com,DE0006062144
608440.ETR,HBM.HM,ETR,ok_isin,HORNBACH Baumarkt AG          I,HORNBACH Baumarkt AG,Consumer Cyclical,Home Improvement Retail,Germany,Bornheim,EUR,EQUITY,2003828992,24145,https://www.hornbach.com,DE0006084403
609500.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE0006095003
620110.ETR,CEA.DE,ETR,ok_isin,FRIWO AG                      I,FRIWO AG,Industrials,Electrical Equipment & Parts,Germany,Ostbevern,EUR,EQUITY,37639784,828,https://www.friwo.com,DE0006201106
620010.ETR,INH.F,ETR,ok_isin,INDUS HOLDING AG              I,INDUS Holding AG,Industrials,Conglomerates,Germany,Bergisch Gladbach,EUR,EQUITY,726264640,8859,https://indus.eu,DE0006200108
620840.ETR,IUR.DE,ETR,ok_isin,KAP AG                        I,KAP AG,Industrials,Conglomerates,Germany,Fulda,EUR,EQUITY,14416125,1552,https://www.kap.de,DE0006208408
620458.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE0006204589
